state,district,annual,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,annual_avg
Madhya Pradesh,narsinghpur,1146.4,21.4,13.8,1067.1,44.1,95.53333333333335
Madhya Pradesh,panna,1171.7,37.3,15.3,1072.1,47.0,97.64166666666667
Madhya Pradesh,rewa,1068.5,31.9,18.1,971.7,46.8,89.04166666666667
Madhya Pradesh,sagar,1192.2,30.0,19.2,1088.1,54.9,99.35000000000001
Madhya Pradesh,satna,1056.1,38.8,17.9,953.2,46.2,88.00833333333333
Madhya Pradesh,seoni,1191.8,37.1,42.1,1038.4,74.2,99.31666666666666
Madhya Pradesh,shahdol,1109.9,42.6,25.8,994.7,46.8,92.49166666666667
Madhya Pradesh,sidhi,1127.0,35.4,24.4,1016.4,50.8,93.91666666666667
Madhya Pradesh,tikamgarh,938.5,27.2,11.2,853.2,46.9,78.20833333333333
Madhya Pradesh,katni,1141.1,33.6,14.6,1051.3,41.6,95.09166666666665
Madhya Pradesh,dindori,1336.7,39.0,27.9,1205.9,63.9,111.39166666666667
Madhya Pradesh,umaria,1235.7,48.2,31.5,1093.9,62.1,102.97500000000001
Madhya Pradesh,damoh,1180.6,36.7,21.8,1071.0,51.1,98.38333333333333
Madhya Pradesh,anuppur(shahd,1354.5,54.3,55.1,1174.8,70.3,112.875
Madhya Pradesh,singrauli,921.2,23.0,16.0,832.3,49.9,76.76666666666667
Gujarat,ahmedabad,639.9,1.1,7.1,602.6,29.1,53.324999999999996
Gujarat,banaskantha,598.4,2.7,7.0,563.5,25.2,49.86666666666667
Gujarat,baroda,992.2,1.2,5.9,942.8,42.3,82.68333333333334
Gujarat,bharuch,824.9,0.4,5.8,786.2,32.5,68.74166666666666
Gujarat,valsad,2021.7,0.8,6.8,1951.3,62.8,168.475
Gujarat,dangs,2063.0,2.5,17.3,1961.7,81.5,171.91666666666666
Gujarat,kheda,850.1,1.6,6.2,811.6,30.7,70.84166666666667
Gujarat,mehsana,692.7,1.9,7.7,655.7,27.4,57.725
Gujarat,panchmahals,959.3,1.1,7.0,912.1,39.1,79.94166666666666
Gujarat,sabarkantha,816.3,1.7,8.2,778.7,27.7,68.02499999999999
Gujarat,surat,1304.7,0.1,6.4,1253.6,44.6,108.72500000000001
Gujarat,gandhinagar,752.7,1.5,7.9,715.6,27.7,62.725
Gujarat,narmada(brc),1143.7,0.5,7.3,1099.8,36.1,95.30833333333334
Gujarat,navsari(vsd),1866.4,0.7,8.0,1803.3,54.4,155.53333333333333
Gujarat,anand(khr),834.6,1.5,5.7,788.9,38.5,69.55
Gujarat,patan(mhsn),539.6,2.0,5.6,513.9,18.1,44.96666666666667
Gujarat,dahod(pnml),903.6,2.0,6.8,853.3,41.5,75.3
Gujarat,tapi(srt),1536.0,0.0,9.0,1484.9,42.1,128.0
Gujarat,amreli,567.3,0.8,4.8,518.2,43.5,47.275
Gujarat,bhavnagar,578.3,0.8,4.2,537.7,35.6,48.19166666666666
Gujarat,jamnagar,498.0,1.6,4.5,462.4,29.5,41.5
Gujarat,junagadh,830.4,0.9,1.6,787.2,40.7,69.2
Gujarat,kutch,388.8,1.3,4.7,361.3,21.5,32.4
Gujarat,rajkot,579.1,0.3,4.2,540.1,34.5,48.25833333333333
Gujarat,surendranagar,534.6,0.2,5.1,499.8,29.5,44.550000000000004
Gujarat,porbandar,716.6,1.4,3.0,672.7,39.5,59.71666666666667
Maharashtra,mumbai city,2257.5,2.0,19.4,2142.4,93.7,188.125
Maharashtra,raigad,3278.9,0.4,22.2,3117.7,138.6,273.2416666666667
Maharashtra,ratnagiri,3470.6,0.1,35.3,3261.5,173.7,289.21666666666664
Maharashtra,thane,2542.1,0.5,14.9,2428.3,98.4,211.84166666666667
Maharashtra,sindhudurg,3269.2,0.4,63.6,3021.8,183.4,272.43333333333334
Maharashtra,mumbai sub,2257.5,2.0,19.4,2142.4,93.7,188.125
Goa,north goa,3471.4,0.4,104.0,3154.9,212.1,289.28333333333336
Goa,south goa,3085.6,0.8,88.2,2806.9,189.7,257.1333333333333
Maharashtra,ahmednagar,573.2,1.9,29.9,437.6,103.8,47.76666666666667
Maharashtra,dhule,607.2,3.5,15.1,523.5,65.1,50.6
Maharashtra,jalgaon,730.9,5.7,13.2,641.8,70.2,60.90833333333333
Maharashtra,kolhapur,1992.8,1.8,90.7,1737.6,162.7,166.06666666666666
Maharashtra,nashik,1029.6,1.7,20.8,912.2,94.9,85.8
Maharashtra,pune,1015.7,0.7,36.6,861.0,117.4,84.64166666666667
Maharashtra,sangli,730.6,2.5,80.9,508.1,139.1,60.88333333333333
Maharashtra,satara,912.5,1.4,53.5,723.8,133.8,76.04166666666667
Maharashtra,solapur,646.5,4.2,42.4,474.2,125.7,53.875
Maharashtra,nandurbar,890.7,1.0,11.1,828.4,50.2,74.22500000000001
Maharashtra,aurangabad,716.2,4.1,23.0,594.2,94.9,59.68333333333334
Maharashtra,beed,708.4,4.5,30.5,569.4,104.0,59.03333333333333
Maharashtra,nanded,961.1,9.4,33.1,816.4,102.2,80.09166666666667
Maharashtra,osmanabad,779.3,6.0,37.7,623.4,112.2,64.94166666666666
Maharashtra,parbhani,897.0,8.7,29.8,757.2,101.3,74.75
Maharashtra,latur,910.0,8.0,40.4,752.5,109.1,75.83333333333333
Maharashtra,jalna,729.7,5.2,24.7,606.4,93.4,60.80833333333334
Maharashtra,hingoli,979.4,9.8,26.7,849.1,93.8,81.61666666666666
Maharashtra,akola,815.4,13.9,22.9,702.3,76.3,67.95
Maharashtra,amravati,897.4,16.4,17.9,786.6,76.5,74.78333333333333
Maharashtra,bhandara,1292.7,29.1,39.3,1137.2,87.1,107.72500000000001
Maharashtra,buldhana,746.9,7.6,17.0,646.6,75.7,62.24166666666667
Maharashtra,chandrapur,1272.0,20.3,37.0,1131.8,82.9,106.0
Maharashtra,nagpur,1068.4,24.6,36.6,923.9,83.3,89.03333333333335
Maharashtra,yavatmal,982.8,13.2,30.6,855.0,84.0,81.89999999999999
Maharashtra,wardha,1027.0,20.4,37.5,880.3,88.8,85.58333333333333
Maharashtra,gadchiroli,1449.8,17.2,43.2,1303.0,86.4,120.81666666666666
Maharashtra,washim,940.9,14.7,20.7,825.6,79.9,78.40833333333333
Maharashtra,gondia,1370.7,26.4,33.8,1228.8,81.7,114.22500000000001
Chattisgarh,bastar,1362.6,16.8,91.5,1154.2,100.1,113.55
Chattisgarh,bilaspur,1229.0,34.6,51.0,1067.8,75.6,102.41666666666667
Chattisgarh,durg,1122.9,12.1,28.6,1018.0,64.2,93.575
Chattisgarh,raigarh,1269.9,23.8,41.3,1143.5,61.3,105.825
Chattisgarh,raipur,1164.6,15.0,38.0,1047.0,64.6,97.05
Chattisgarh,surguja,1331.9,33.8,36.6,1195.1,66.4,110.99166666666667
Chattisgarh,rajnandgaon,1209.3,18.2,35.9,1076.6,78.6,100.77499999999999
Chattisgarh,dantewada,1327.9,3.4,41.1,1178.1,105.3,110.65833333333335
Chattisgarh,kanker (norh,1395.2,19.0,52.8,1236.7,86.7,116.26666666666667
Chattisgarh,janjgir-champ,1315.8,25.2,32.5,1201.9,56.2,109.64999999999999
Chattisgarh,korba,1385.5,32.6,40.4,1243.5,69.0,115.45833333333333
Chattisgarh,jashpur,1544.4,40.8,63.3,1348.6,91.7,128.70000000000002
Chattisgarh,dhamtari,1168.6,12.9,39.9,1050.6,65.2,97.38333333333333
Chattisgarh,mahasamund,1141.3,11.5,28.2,1044.0,57.6,95.10833333333333
Chattisgarh,koriya,1223.4,23.1,19.9,1138.9,41.5,101.95
Chattisgarh,kowardha (kab,1029.3,26.5,38.3,882.9,81.6,85.77499999999999
Chattisgarh,narayanpur,1404.5,15.6,61.9,1227.4,99.6,117.04166666666667
Chattisgarh,bijapur,1528.2,10.4,43.2,1369.1,105.5,127.35000000000001
Andhra Pradesh,east godavari,1106.0,16.1,109.4,703.9,276.6,92.16666666666667
Andhra Pradesh,west godavari,1160.4,16.8,83.5,783.9,276.2,96.7
Andhra Pradesh,guntur,871.5,13.2,81.1,543.0,234.2,72.625
Andhra Pradesh,krishna,1027.1,10.9,72.4,701.4,242.4,85.59166666666665
Andhra Pradesh,nellore,1091.6,27.3,72.6,352.4,639.3,90.96666666666665
Andhra Pradesh,prakasam,805.9,16.7,77.7,382.5,329.0,67.15833333333333
Andhra Pradesh,srikakulam,1165.2,26.0,107.4,745.7,286.1,97.10000000000001
Andhra Pradesh,visakhapatnam,1120.7,19.6,158.9,674.4,267.8,93.39166666666667
Andhra Pradesh,vizianagaram,1140.4,23.1,140.7,726.1,250.5,95.03333333333335
Andhra Pradesh,adilabad,1120.0,14.5,41.5,958.9,105.1,93.33333333333333
Telangana,hyderabad,851.3,13.3,68.8,643.5,125.7,70.94166666666666
Telangana,karimnagar,979.8,16.4,50.5,800.3,112.6,81.64999999999999
Telangana,khammam,1094.9,11.6,87.0,860.4,135.9,91.24166666666667
Andhra Pradesh,mahabubnagar,731.1,4.7,56.3,559.7,110.4,60.925000000000004
Andhra Pradesh,medak,922.3,11.4,56.3,743.9,110.7,76.85833333333333
Telangana,nalgonda,760.5,8.4,53.0,554.7,144.4,63.375
Telangana,nizamabad,1091.9,12.3,45.6,920.1,113.9,90.99166666666667
Andhra Pradesh,warangal,986.9,16.1,55.2,796.6,119.0,82.24166666666666
Andhra Pradesh,rangareddy,841.8,7.1,63.1,653.7,117.9,70.14999999999999
Andhra Pradesh,anantapur,572.7,6.3,81.7,322.8,161.9,47.725
Andhra Pradesh,chittoor,898.2,15.3,102.9,417.1,362.9,74.85000000000001
Andhra Pradesh,kuddapah,716.9,4.3,69.6,404.1,238.9,59.74166666666667
Andhra Pradesh,kurnool,679.6,3.1,75.7,460.2,140.6,56.63333333333333
Tamil Nadu,vellore,936.2,14.9,106.5,466.1,348.7,78.01666666666667
Tamil Nadu,coimbatore,689.3,20.3,150.3,189.8,328.9,57.44166666666666
Tamil Nadu,dharmapuri,902.1,18.2,160.4,393.4,330.1,75.175
Tamil Nadu,kanyakumari,1302.5,40.4,288.3,477.4,496.4,108.54166666666667
Tamil Nadu,chennai,1324.2,36.7,58.5,439.1,789.9,110.35000000000001
Tamil Nadu,madurai,927.9,28.1,144.8,335.9,419.1,77.325
Tamil Nadu,nilgiris,1522.7,49.3,235.3,759.9,478.2,126.89166666666667
Tamil Nadu,ramanathapura,807.8,51.3,115.5,149.3,491.7,67.31666666666666
Tamil Nadu,salem,997.9,16.0,170.8,440.6,370.5,83.15833333333333
Tamil Nadu,thanjavur,1013.1,42.3,102.1,318.4,550.3,84.425
Tamil Nadu,tiruchirappal,818.0,22.7,109.9,293.9,391.5,68.16666666666667
Tamil Nadu,tirunelveli,845.1,69.3,166.2,142.4,467.2,70.425
Tamil Nadu,erode,702.9,16.1,142.4,229.8,314.6,58.574999999999996
Tamil Nadu,pudukkottai,887.4,33.1,97.5,350.6,406.2,73.95
Tamil Nadu,dindigul,930.7,30.9,168.0,295.4,436.4,77.55833333333334
Tamil Nadu,virudhunagar,820.1,42.8,161.5,196.8,419.0,68.34166666666667
Tamil Nadu,sivaganga,872.8,27.9,121.2,301.0,422.7,72.73333333333333
Tamil Nadu,thoothukudi,656.3,42.8,111.6,74.9,427.0,54.69166666666666
Tamil Nadu,tiruvannamala,1040.0,26.5,98.9,468.1,446.5,86.66666666666667
Tamil Nadu,nagapattinam,1393.3,85.7,80.5,286.1,941.0,116.10833333333333
Tamil Nadu,viluppuram,1011.6,28.2,76.0,408.3,499.1,84.3
Tamil Nadu,cuddalore,1206.7,44.1,81.7,383.1,697.8,100.55833333333334
Tamil Nadu,kanchipuram,1227.7,29.1,66.0,490.8,641.8,102.30833333333334
Tamil Nadu,tiruvallur,1139.6,31.5,67.2,451.6,589.3,94.96666666666665
Tamil Nadu,theni,720.0,35.4,168.3,158.4,357.9,60.0
Tamil Nadu,namakkal,793.4,13.9,148.6,339.3,291.6,66.11666666666666
Tamil Nadu,karur,655.0,17.5,109.2,213.6,314.7,54.583333333333336
Tamil Nadu,perambalur,861.9,21.4,108.9,290.7,440.9,71.825
Tamil Nadu,tiruvarur,1173.3,60.1,97.7,296.4,719.1,97.77499999999999
Tamil Nadu,krishnagiri,850.7,10.7,151.6,399.0,289.4,70.89166666666667
Tamil Nadu,ariyalur,1071.8,32.5,101.8,392.0,545.5,89.31666666666666
Tamil Nadu,tirupur,618.2,14.0,135.1,154.8,314.3,51.51666666666667
Pondicherry,pondicherry,1336.5,37.5,70.9,385.0,843.1,111.375
Pondicherry,karaikal,1504.4,96.2,66.6,293.1,1048.5,125.36666666666667
Pondicherry,mahe,1336.5,37.5,70.9,385.0,843.1,111.375
Pondicherry,yanam,1336.5,37.5,70.9,385.0,843.1,111.375
Karnataka,uttar kannada,3070.5,0.4,138.8,2720.9,210.4,255.875
Karnataka,dakshin kanda,3915.8,2.6,227.1,3351.6,334.5,326.31666666666666
Karnataka,udupi,4306.0,1.8,227.3,3759.7,317.2,358.8333333333333
Karnataka,belgam,839.2,1.6,111.2,574.1,152.3,69.93333333333334
Karnataka,bidar,890.7,12.0,63.2,694.9,120.6,74.22500000000001
Karnataka,bijapur,656.4,5.1,71.8,436.0,143.5,54.699999999999996
Karnataka,dharwad,791.7,5.5,136.0,484.0,166.2,65.97500000000001
Karnataka,gulbarga,820.6,7.2,62.3,620.5,130.6,68.38333333333334
Karnataka,yadgir,834.5,8.0,62.5,610.8,153.2,69.54166666666667
Karnataka,raichur,665.1,3.4,62.3,461.6,137.8,55.425000000000004
Karnataka,bagalkote,597.0,3.3,85.3,363.3,145.1,49.75
Karnataka,gadag,641.2,2.2,109.1,368.3,161.6,53.43333333333334
Karnataka,haveri,791.9,0.8,126.1,495.1,169.9,65.99166666666666
Karnataka,koppal,598.3,1.6,72.2,382.6,141.9,49.85833333333333
Karnataka,bangalore rur,837.0,7.5,136.9,451.9,240.7,69.75
Karnataka,bellary,622.8,2.8,87.0,376.0,157.0,51.9
Karnataka,chikmagalur,2077.5,3.6,178.1,1657.3,238.5,173.125
Karnataka,chitradurga,527.7,2.6,95.1,271.0,159.0,43.975
Karnataka,kodagu,2741.4,7.7,261.0,2181.9,290.8,228.45000000000002
Karnataka,hassan,967.1,3.8,168.0,574.3,221.0,80.59166666666667
Karnataka,kolar,731.1,7.2,112.6,382.7,228.6,60.925000000000004
Karnataka,mandya,662.7,5.5,158.0,285.1,214.1,55.225
Karnataka,mysore,758.6,6.0,194.7,343.6,214.3,63.21666666666667
Karnataka,shimoga,1827.9,0.9,122.6,1514.0,190.4,152.32500000000002
Karnataka,tumkur,698.5,5.4,128.2,359.2,205.7,58.208333333333336
Karnataka,bangalore urb,870.0,9.0,153.7,475.7,231.6,72.5
Karnataka,chamarajanaga,788.4,9.4,213.6,320.6,244.8,65.7
Karnataka,davangere,676.7,1.9,113.2,384.9,176.7,56.39166666666667
Karnataka,ramnagar(bngr),883.7,6.2,180.4,454.0,243.1,73.64166666666667
Karnataka,chickballapur,748.5,6.7,104.8,411.8,225.2,62.375
Kerala,alappuzha,2841.2,45.4,477.8,1745.9,572.1,236.76666666666665
Kerala,cannur,3319.1,4.5,300.5,2669.0,345.1,276.59166666666664
Kerala,ernakulam,3029.9,32.0,443.6,2065.0,489.3,252.49166666666667
Kerala,kottayam,2930.5,37.9,460.2,1897.3,535.1,244.20833333333334
Kerala,kozhikode,3384.1,6.2,352.6,2603.1,422.2,282.0083333333333
Kerala,malappuram,2835.1,5.6,320.8,2060.4,448.3,236.25833333333333
Kerala,palakkad,2290.0,9.4,279.9,1572.7,428.0,190.83333333333334
Kerala,kollam,2491.7,51.2,469.6,1332.3,638.6,207.64166666666665
Kerala,thrissur,3063.1,10.9,385.3,2197.5,469.4,255.25833333333333
Kerala,thiruvanantha,1803.2,40.4,368.8,871.3,522.7,150.26666666666668
Kerala,idukki,3302.5,35.5,426.6,2276.2,564.2,275.2083333333333
Kerala,kasargod,3621.6,3.3,272.9,3007.5,337.9,301.8
Kerala,pathanamthitta,2958.4,65.0,553.5,1715.7,624.2,246.53333333333333
Kerala,wayanad,3253.1,13.1,275.4,2632.1,332.5,271.09166666666664
